,ticker,risk,return
0,LMB,0.665555397745964,2.45967736198304
1,GECCM,0.0117332202251645,0.202107346279615
2,OXBR,0.81053226704833,2.0405405013556
3,LIVE,0.630844100227563,3.72954206570089
4,NVEE,0.330512695490454,1.61096954511547
5,ANAB,0.468864449187136,0.520464148663662
6,FNK,0.430868620950918,0.331227723807535
7,ADRA,0.0262797047435996,0.0897369189585047
8,HDSN,0.262239439000716,9.52577292474453
9,GNPX,0.775387267371894,3.32352945043554
10,PLUS,0.284411744479338,0.171294088924632
11,PIZ,0.405818591556792,0.0314661080571035
12,LANC,0.394168659869175,0.19428714136766
13,MRUS,0.518858863193706,0.106382975845256
14,IGF,0.300323947915559,0.0035350003827389
15,VIRC,0.548001982501686,0.139534855353118
16,LNGR,0.148413400052555,0.194985487450361
17,FNCB,0.285201700645252,0.0212234795800594
18,ARTW,0.673250499563896,0.36612018654234
19,SGRY,0.644241150532304,1.07759710350363
20,CRAI,0.38693227715798,1.17297493731976
21,AVHI,0.0020262922311292,0.0609136451328628
22,ESGD,0.327092718872789,0.0359514551973568
23,IBB,0.325855351744248,0.125721348856792
24,RYTM,0.908074242584484,0.181936089147202
25,GOLD,0.582278038851688,0.0448957880112887
26,BL,0.603017704879153,0.379177893925186
27,HEES,0.569423920999721,0.510537294866599
28,CHMG,0.385553717438574,0.221596309378765
29,FCBC,0.391971083066592,0.0497255099232324
30,RDVT,0.567607207833069,0.270710891603466
31,ATSG,0.291320235978941,0.197546539630575
32,HMNF,0.341440746413373,0.0220037125432814
33,SBAC,0.337246105737651,0.233796418452385
34,RBBN,0.759176673106039,0.132258096272195
35,AZPN,0.230924613819555,0.626565152867613
36,PLPC,0.265135346826897,0.458794433427358
37,CYCCP,0.326827083321029,1.41800003051758
38,SIMO,0.432021890010231,0.256862715178845
39,TATT,0.342083008881946,0.151093383766208
40,AVT,0.417436546159288,0.0674732795897097
41,IRIX,0.783318778644926,0.0090909002241026
42,MSFT,0.304314869646017,0.560712932760807
43,BGNE,0.632999171274725,0.523809523809524
44,BANFP,0.114625019796101,0.0054844466704981
45,BILI,0.943798900840618,0.284026753039096
46,FLEX,0.377850593675782,0.828504271295763
47,CASY,0.213275884227338,0.476560038515142
48,LRGE,0.342107089148713,0.175300804140553
49,BRAC,0.0169811602545265,0.0535894554674127
50,DSWL,0.363571736233363,0.178707136783362
51,PRTH,0.690274964716696,0.971311405729589
52,QCRH,0.385359971811496,0.192648099325127
53,CBSH,0.266158746138179,0.0761459941027634
54,MNKD,0.541854210601148,3.11278166442873
55,MGI,0.442880576853821,4.05633797141395
56,CFO,0.188013773901362,0.231191977584009
57,CSGP,0.413207425791138,0.28751817141687
58,JAZZ,0.349270136118814,0.0478229510933901
59,FYX,0.379737726885921,0.334814553461233
60,CVCO,0.395575648468619,0.356407462728824
61,FTNT,0.333633350042805,1.43215608918379
62,SENEB,0.286730390417753,0.582195188941025
63,TUSK,0.774612632260302,1.92825119011497
64,GOGL,0.508528687188976,0.654576854373602
65,STAA,0.717409068392657,0.998583699052583
66,ARTNA,0.119487692802752,0.585037722490217
67,MBCN,0.396424435617748,0.0260279339155147
68,ROST,0.485763617034712,0.0146806235850856
69,NDLS,0.669992426985783,0.133333287511146
70,VXRT,0.939449544826702,2.17647068104529
71,VRTX,0.396287330969789,0.467035951892692
72,BOSC,0.508271662974577,0.128712867781317
73,EYE,0.568581898864798,0.254578772279912
74,CLRG,0.306021403014297,0.224519191566359
75,CNTY,0.714323061277253,0.105263117010401
76,WRLD,0.731670163557244,0.0931932833443586
77,NAVI,0.480121196912411,0.377632438832564
78,FTRI,0.3183193753267,0.177600021362305
79,ATRC,0.551067602101167,0.32193025535983
80,CRVL,0.409812816490696,1.02961957324758
81,ALT,0.858855889748089,6.2169314532073
82,AVGO,0.320230068359582,0.832049343440107
83,KLIC,0.481045370537694,0.858181762695313
84,ACMR,0.851867395007915,1.00053401692388
85,GPRE,0.689015271772095,1.20481924213554
86,QRHC,0.491486069858359,2.2093022275835
87,PTSI,0.476483589620624,1.02306079063797
88,LOVE,0.778156369305387,0.583999985914964
89,SIFY,0.725946179710561,0.376000022888184
90,EFSC,0.427015408594389,0.101652851525524
91,IDCC,0.520633052740121,0.270662995779857
92,MARA,0.946425396492001,7.19318190592626
93,PDP,0.319071514331727,0.167645214299692
94,NVAX,0.959499051826603,1.73433579482092
95,CTXR,0.743001961036648,0.411167477673069
96,EQRR,0.454318266403456,0.280073383003212
97,KRYS,0.418368665722336,0.493889354032705
98,LHCG,0.500082302699922,0.151277674416905
99,LVHD,0.251406274833054,0.135459362983508
100,TTEC,0.62725770793801,0.271317779913059
101,ECPG,0.388639119838135,0.56516864070115
102,TAYD,0.30558790915053,0.506012956031205
103,PRMW,0.409830254007545,0.144005794547325
104,STX,0.546424009316449,0.133255262046608
105,UMPQ,0.400926919559374,0.0060807412616757
106,INTU,0.432845147387877,0.618929198583904
107,IOSP,0.367915717997656,0.0856868232439291
108,QQQ,0.339236278584942,0.374160464106331
109,SIC,0.771129581145731,0.611790894330125
110,IMKTA,0.258921697873676,0.976695740437401
111,ALBO,0.608746939286741,0.735717086745446
112,RAVE,0.747047971141675,0.0848484774047458
113,UGLD,0.072041904951964,0.43052009426281
114,ESLT,0.273323638736948,0.0844871325370592
115,MRAM,0.575350710028321,0.287313418562042
116,BELFB,0.631465242494885,0.903474900276133
117,EMMS,0.640472680062471,0.0560793779755552
118,CYTK,0.360500511252183,2.99248103115853
119,FTAG,0.341071335125855,0.288750012715658
120,WING,0.637044979150426,0.837759423071631
121,MBIN,0.301527498016149,1.17734618320479
122,SPWH,0.528909044049867,0.168525484731284
123,FORTY,0.304417311485004,0.156975076078285
124,AMGN,0.289658099038207,0.0386831024546682
125,NWS,0.407838696579672,0.397129212178323
126,ICCH,0.269246782135222,0.107892811429728
127,REGN,0.308451431397882,1.00653431402943
128,WERN,0.232685147677177,0.288261173893073
129,RRR,0.657153268590573,0.854552841886538
130,DYSL,0.231460660541554,1.12499987582366
131,HFWA,0.323199672382158,0.0035174245654693
132,PBPB,0.534374855108569,0.871194334147158
133,LSCC,0.39483624797411,2.89465593428527
134,STLD,0.350793174959629,2.5069765708845
135,BMRA,0.771067350240103,0.0204081434053665
136,ELSE,0.378820237752859,0.178378399277012
137,LOPE,0.355160433465377,0.204629960574892
138,DALI,0.231738718233421,0.210781512762758
139,OSTK,0.84591980140066,2.41949143296033
140,SBUX,0.407475635240057,0.238538311256257
141,CAR,0.583293176417123,5.1456220575997
142,TCBK,0.35883122524295,0.23382957605372
143,EXLS,0.307743530545796,1.44272644686493
144,FTXR,0.388372276742487,0.161632615692761
145,SNDX,0.438648524930707,2.2356258323819
146,NVMI,0.49195593474787,1.3669101688561
147,PSC,0.356873588743365,0.307833576479427
148,MASI,0.619543035258326,0.0757747961103504
149,ITIC,0.357677864737177,0.0253164556962025
150,APPF,0.534833739531479,0.0155501420415158
151,TWLVU,0.0219258998571339,0.0069791276532565
152,LCA,0.0198026766932688,0.0313531247636346
153,NVEC,0.436127638855102,0.0149025020800193
154,UMBF,0.333604310200841,0.306912036654701
155,UBSI,0.464755623436349,0.0334190022125243
156,FORD,0.703842223730904,0.259999990463257
157,FCEL,0.906006419229915,0.321299679073097
158,ATLC,0.68736101750619,2.65168554977612
159,SNSR,0.350162087342849,0.351112931143111
160,NATH,0.361566859466294,0.0458663348211228
161,WTFC,0.542889751215073,0.288309876347931
162,ICFI,0.324115544281477,0.11112320414325
163,MCRB,0.894775328393217,0.576368802619994
164,QQEW,0.292225721455756,0.306275932865433
165,CDL,0.313845805772014,0.213948009642557
166,DGICA,0.208002939839232,0.0133511861849893
167,UFPI,0.275215914026201,0.948958396911621
168,MNST,0.194081999174134,0.627267093822111
169,FTXO,0.453675075141066,0.0166194944109897
170,SGEN,0.361303866645705,0.226844865267942
171,TMDI,0.848817460352579,0.784313810279581
172,ATEC,0.615346776853422,0.82608699141439
173,NWSA,0.452989628807051,0.429781236400719
174,LION,0.0029440367229203,0.0367346581296598
175,WNEB,0.456394917427841,0.0124610471581545
176,ICCC,0.413785864434504,0.440776687163257
177,CTG,0.372307098476086,0.349056573217983
178,DMLP,0.525234428957445,0.492331356393075
179,PFSW,0.512448519289661,0.729870133087112
180,RCKY,0.682746690810427,0.0660345008550127
181,NVCR,0.689354710146139,0.091714606920369
182,ATVI,0.419679447305952,0.278083790516514
183,SBSI,0.313553859477033,0.0180059661415622
184,JBHT,0.244332371137725,0.603477528456703
185,TWNK,0.264552409606167,0.585332345364228
186,UONEK,0.635501859176506,1.60732989848299
187,YLCO,0.207631073189714,0.0499932992843404
188,AMAL,0.509450869359828,0.181771404365471
189,INTL,0.0,0.0776302586152395
190,ASUR,0.458840671025362,0.291616124628901
191,KIRK,0.904111024043839,1.90476199486719
192,ETSY,0.754086305135633,2.07716404939124
193,CSWI,0.294200100456207,0.748254630413329
194,USMC,0.227394265200634,0.208081477951827
195,CWST,0.238606535982388,0.732324383709882
196,ALJJ,0.457356790102455,0.777777777777778
197,MORN,0.365397435528474,0.605712109634091
198,NNDM,0.870034641362036,0.0494296085040186
199,VRAY,0.651917705945173,0.0876778153535018
200,OZK,0.463039247282862,0.480868934597362
201,NRIM,0.352860883794145,0.393647461388977
202,ESTA,0.481556472478547,1.46254082454484
203,ZS,0.714249842523428,1.64902936828628
204,NXPI,0.380620767547967,0.433092268749737
205,BWEN,0.854845643069097,2.25301217105327
206,MERC,0.428556209056229,0.0241350949070877
207,EUFN,0.364111300508109,0.0101729788652963
208,LOGI,0.632455654678176,0.232734969649188
209,SNFCA,0.340476682215452,0.327049176802877
210,FDTS,0.4217944088522,0.0523316201454763
211,DSGX,0.290211560099077,0.715292392918302
212,EXPO,0.25780039442904,0.476670468179361
213,VRSN,0.339327121037511,0.118721455825137
214,OPRX,0.84734768237882,0.751219586628239
215,LWAY,0.422260302402906,1.71065993656614
216,KNSA,0.759723119458294,0.301530196668938
217,FSBW,0.432628462175018,0.127666302048767
218,GRIN,0.59806110782509,1.24847562936872
219,HOLX,0.348346230283172,0.561804321107607
220,METC,0.577930152777712,1.89722238374346
221,AVID,0.427194503397874,2.50404633556416
222,ON,0.461291692069586,1.96767664437342
223,DORM,0.30915970830247,0.279630843917673
224,HIFS,0.392897642679715,0.393289420136947
225,LULU,0.43851622089542,0.317647114319847
226,MIDD,0.491734436540156,0.407296743044186
227,PACB,0.885169331195224,1.14506769611842
228,LKQ,0.435890860025722,0.641425447940212
229,NATI,0.3478930340466,0.269692018573172
230,IUSG,0.307587952955708,0.26617644814884
231,ALTR,0.42868837841456,0.467661636988013
232,OTTR,0.290285058968763,0.248783392246904
233,CLGN,0.781861850819867,0.92745377185055
234,TANNI,0.243040926446434,0.0121378016769731
235,WSC,0.46308011568991,1.61239897992318
236,PSCU,0.285186744749379,0.106845642909572
237,AMRK,0.293004829148492,8.18854402726188
238,FYT,0.441329805816236,0.320843037170021
239,PPSI,0.706182233869528,0.273913098913962
240,BWB,0.295679829179154,0.135766469799048
241,ICUI,0.371949316700274,0.0322115324658048
242,TUR,0.506665957294095,0.244036753243263
243,PXS,0.665468483829752,0.0446428143780452
244,TAIT,0.474485424965367,0.370629447579964
245,AIQ,0.399989262028724,0.272828606662637
246,CCRN,0.4243105720096,1.39430540419827
247,ADBE,0.597550480307644,0.122242413145123
248,ACNB,0.400217834228155,0.0423840655396316
249,HNRG,0.783416847631844,1.9466667175293
250,CYBR,0.390928841324472,0.19197903352828
251,CPSI,0.290960237458766,0.105758355220823
252,MCRI,0.477246855753657,0.567512296896446
253,TGTX,0.913288304320829,0.370837084867317
254,MDRX,0.344685619501818,0.818274025766052
255,FVC,0.206251126611683,0.287207251196509
256,INTG,0.313070130803187,0.149600016276042
257,VECO,0.363288318127724,0.330207649323805
258,CCBG,0.350442620924716,0.0604180382353001
259,ULH,0.374666081616313,0.894514762838891
260,JKHY,0.242531480152635,0.229535023124144
261,VTHR,0.256286432052758,0.245671159273177
262,CENX,0.783536585046447,0.469280997515897
263,CTAS,0.380682884436115,0.644334152231902
264,HLIT,0.32716051748705,0.688461506954548
265,CENT,0.395465593593892,0.352466891878551
266,BBH,0.338795593500488,0.19438908129575
267,FENC,0.54012327429158,0.512084652858941
268,LEDS,0.923761709040153,0.020202000741265
269,GSKY,0.585887607017754,0.146067443421929
270,CLIR,0.923812712337221,0.0136986167150362
271,VONG,0.31166170996195,0.311227034537389
272,PZZA,0.462680352537905,0.426140933564217
273,IPDN,0.823849003478932,1.77472529955754
274,VUZI,0.877325275014716,1.54146349235775
275,CSX,0.290213471141331,0.273825913859555
276,CPHC,0.31950499090495,1.13603225473158
277,RIOT,0.948085065719868,4.50000005228478
278,DGICB,0.204858935958569,0.317133387060651
279,PEZ,0.385476614011663,0.245774941498715
280,LINK,0.440701465718947,0.867368396959807
281,VCEL,0.664280059893958,0.5697142464774
282,VRTS,0.504684085147705,0.748128930066158
283,HWC,0.561969253939708,0.166553326449648
284,LEGR,0.324259653741273,0.163315758745957
285,ESCA,0.619546296961048,0.283658824124413
286,EDAP,0.487762785278795,1.48868773984801
287,APEN,0.629168930064988,2.29865767140576
288,BCRX,0.460714143206442,1.97183107956136
289,ASML,0.479103110584168,1.1935142926748
290,KBWP,0.261273201551842,0.248360590296074
291,SSBI,0.407948069417372,0.375216400971325
292,DTUL,0.0091585909634231,0.189685126437115
293,BANR,0.427678485325287,0.136969507376208
294,XEL,0.178988221321814,0.0821400073748813
295,TSCO,0.234580465069012,1.43345073702767
296,ISIG,0.73304996455259,0.788732538956494
297,GOOG,0.41667755768627,0.488874863483569
298,HCKT,0.291956227570079,0.3667285267283
299,CLMT,0.745895206486847,3.42663060326573
300,RDVY,0.297397658458006,0.326688803599165
301,BATRK,0.362703951092006,0.167676747956536
302,PEY,0.324249347473547,0.124079844700509
303,HIHO,0.606631021455846,0.450617220812029
304,FOLD,0.727646521267035,0.327902277708416
305,MTSI,0.414083679487653,1.47946707142255
306,DHIL,0.377358467275162,0.335341165479085
307,UNFI,0.301840059519693,3.70814459428495
308,RDCM,0.301107833884715,0.241134746176651
309,BIDU,0.790433842294839,0.0400802143984091
310,TSBK,0.414032146681777,0.117449667436476
311,DGRS,0.348040781561301,0.183684198479903
312,MITK,0.610046465352336,0.275549758389142
313,APWC,0.796350654979699,0.126760614223364
314,CPSH,0.883513701360102,1.84615398722993
315,ARCW,0.324734350676852,4.93750005820766
316,TCBI,0.613972291493044,0.155878234275669
317,KE,0.431438737874414,0.444255820462688
318,TACO,0.566874707448731,0.582542681448598
319,SIGI,0.259392680031847,0.451489754462875
320,SCHN,0.561736798029438,0.543795622025804
321,CEVA,0.655325707614454,0.210968865445587
322,ASET,0.252641206156189,0.0411668472427559
323,TSRI,0.528980082924153,1.2916667273751
324,FLAT,0.080397417722112,0.0278823338702643
325,PID,0.341949037436248,0.0512223018122698
326,TTD,0.617819479920679,0.923952722477509
327,FAAR,0.125864898024197,0.156648790620231
328,TGLS,0.514605407502328,3.15030323375355
329,CACG,0.368369105045095,0.0541040962573849
330,UVSP,0.459512410656455,0.0089186091593844
331,BEAT,0.722991581510382,0.0779944228646477
332,DWLD,0.423412165322662,0.109794657194004
333,PTF,0.395602165335506,0.564687807691123
334,RCM,0.701438994274649,0.0965517402655979
335,BPRN,0.363018099708647,0.0901587350027901
336,CGBD,0.624537864983598,0.123973099690017
337,RARE,0.750457476013782,0.0497916051571031
338,EBAY,0.53065294376876,0.359516622011694
339,EBTC,0.372892229006515,0.0486869741987334
340,BHACU,0.0315562847494457,0.0105528138616516
341,FAST,0.27368568799208,0.363268520518914
342,COHU,0.48492164716443,0.556514294911312
343,DOX,0.24540214035554,0.271331813151891
344,SHLD,0.0995777937697761,0.100385193677693
345,MRSN,0.887765019296854,0.132530118504294
346,CROX,0.720164684822081,1.88349509739583
347,IJT,0.296764845897507,0.193661243421728
348,ESEA,0.533774018975009,3.9375
349,CAPR,0.685806044042491,2.24615380383102
350,GERN,0.616766346055572,1.42647052765099
351,MYRG,0.310108784470984,2.01552517990624
352,CMCTP,0.194391787776201,0.107932875584198
353,SAIA,0.46496426063117,1.910895330747
354,EMCG,0.0409301935240279,0.0310000419616699
355,VRNT,0.370559741166948,0.342733014463277
356,DWMC,0.315086974988663,0.406381210293597
357,PIO,0.346547440311064,0.145987772684617
358,PFM,0.212532069116919,0.215469644767015
359,GILD,0.270328081732458,0.280940088586202
360,MTEX,0.599292516963945,0.142857142857143
361,RNLC,0.253100044395942,0.27137525208509
362,IBTX,0.57807393344388,0.100736231795506
363,DFVL,0.157460733580956,0.173669095587375
364,HUBG,0.239733732063548,0.615880157350297
365,PPIH,0.450348441433689,0.0855614122375891
366,ABUS,0.791478791920214,0.0827338206620575
367,HSON,0.429386062362178,1.08786620595551
368,FRPT,0.770236144309924,0.0658028236721296
369,EXPE,0.561827135568178,0.0498760004426127
370,FSV,0.41592301726251,0.53589845754866
371,AMZN,0.577977620436735,0.100053304036458
372,AEHR,0.717476552848688,16.4799995422363
373,GRMN,0.554366785546481,0.0129071345153189
374,MANH,0.423059272771552,0.626653376630671
375,EQIX,0.331329590591256,0.264116111783054
376,CBAY,0.786969497726841,3.28061233675018
377,ACLS,0.300961187978677,3.49877228091811
378,FFIV,0.41005125426855,0.0515596466854621
379,EDRY,0.630028239695452,1.0704500932212
380,PANL,0.332729272468445,1.07167236633526
381,III,0.452585960597498,1.07114617801349
382,FHK,0.21902162919784,0.0005647676627422
383,POOL,0.484763775764968,0.816858157610547
384,PEBK,0.526719021632201,0.0069760246806391
385,GWRS,0.424987550800299,0.0715361316541675
386,PDD,0.828193582726763,1.54493515212815
387,VKTX,0.742411792034985,0.0618182095614346
388,AMD,0.63240513283014,0.603713199894367
389,VBFC,0.366495199888836,0.495150685035608
390,CSQ,0.373082066679353,0.0549853358594049
391,NTLA,0.770630976980166,1.86950633780744
392,FAT,0.705297457753075,0.442888009549075
393,VICR,0.674413413284486,0.477234049046293
394,CSA,0.339758545932659,0.287613720105596
395,CHSCP,0.143532531275673,0.0431526050272919
396,CODX,0.91120733902314,2.60000010596382
397,CIGI,0.41890195969208,0.375657309952049
398,VIVO,0.427762004564052,2.47697027933188
399,GCBC,0.356369419696603,0.706169391835019
